root_ori6_0,root_ori6_1,root_ori6_2,root_ori6_3,root_ori6_4,root_ori6_5
0.004977703,0.995278656,-0.996376693,-0.003293782,0.084904686,-0.097003572
0.005371124,0.995347321,-0.996442735,-0.002763569,0.084100500,-0.096311837
0.005765080,0.995415390,-0.996508062,-0.002233922,0.083296522,-0.095619604
0.006159663,0.995482922,-0.996572733,-0.001704842,0.082492776,-0.094926916
0.006554753,0.995549500,-0.996636331,-0.001176238,0.081689209,-0.094233699
0.006950527,0.995615304,-0.996699154,-0.000648111,0.080885857,-0.093540005
0.007346958,0.995680571,-0.996761203,-0.000120491,0.080082722,-0.092845827
0.007743835,0.995744944,-0.996822357,0.000406474,0.079279810,-0.092151180
0.008141309,0.995808721,-0.996882677,0.000932902,0.078477114,-0.091456041
0.008539408,0.995871663,-0.996942163,0.001458853,0.077674642,-0.090760425
0.008938193,0.995934010,-0.997000933,0.001984358,0.076872393,-0.090064339
0.009337485,0.995995581,-0.997058809,0.002509207,0.076070353,-0.089367770
0.009737253,0.996056378,-0.997115791,0.003033519,0.075268544,-0.088670723
0.010137826,0.996116459,-0.997171938,0.003557473,0.074466959,-0.087973215
0.010538965,0.996175945,-0.997227371,0.004080802,0.073665604,-0.087275222
0.010940671,0.996234477,-0.997281730,0.004603624,0.072864473,-0.086576760
0.011342853,0.996292531,-0.997335613,0.005125761,0.072063588,-0.085877836
0.011745632,0.996349752,-0.997388422,0.005647421,0.071262911,-0.085178427
0.012149036,0.996406317,-0.997440577,0.006168544,0.070462495,-0.084478572
0.012553096,0.996461928,-0.997491658,0.006689191,0.069662288,-0.083778240
0.012957782,0.996517181,-0.997542143,0.007209390,0.068862341,-0.083077461
0.013362825,0.996571481,-0.997591674,0.007728875,0.068062618,-0.082376197
0.013768524,0.996625006,-0.997640312,0.008247823,0.067263134,-0.081674471
0.014174968,0.996677756,-0.997688055,0.008766323,0.066463888,-0.080972284
0.014581889,0.996729910,-0.997735202,0.009284228,0.065664902,-0.080269665
0.014989167,0.996781409,-0.997781456,0.009801537,0.064866163,-0.079566568
0.015397370,0.996832132,-0.997826815,0.010318458,0.064067647,-0.078863025
0.015806079,0.996882081,-0.997871399,0.010834813,0.063269399,-0.078159019
0.016215265,0.996931374,-0.997915089,0.011350453,0.062471397,-0.077454574
0.016625077,0.996979892,-0.997958004,0.011865646,0.061673649,-0.076749675
0.017035395,0.997027576,-0.997999966,0.012380153,0.060876146,-0.076044306
0.017446429,0.997074604,-0.998041153,0.012894422,0.060078893,-0.075338505
0.017857820,0.997120976,-0.998081565,0.013407856,0.059281919,-0.074632257
0.018270135,0.997166574,-0.998121083,0.013920903,0.058485169,-0.073925555
0.018682718,0.997211516,-0.998159826,0.014433265,0.057688706,-0.073218420
0.019095898,0.997255683,-0.998197675,0.014945149,0.056892496,-0.072510839
0.019509703,0.997299135,-0.998234808,0.015456349,0.056096558,-0.071802825
