left_wrist_roll_joint,right_wrist_roll_joint,left_wrist_pitch_joint,right_wrist_pitch_joint,left_wrist_yaw_joint,right_wrist_yaw_joint
-0.177681997,-0.004993000,0.029591000,-0.032575998,-0.204302996,0.016217999
-0.177679002,-0.004998200,0.029624799,-0.032572798,-0.204288200,0.016214600
-0.177679002,-0.005000000,0.029635601,-0.032570999,-0.204282403,0.016213000
-0.177680001,-0.005002000,0.029635999,-0.032570001,-0.204281002,0.016213000
-0.177680001,-0.005002000,0.029635999,-0.032570001,-0.204281002,0.016213000
-0.177680999,-0.005002000,0.029637000,-0.032569200,-0.204285592,0.016213000
-0.177688003,-0.005000200,0.029649001,-0.032554600,-0.204342797,0.016220199
-0.177686006,-0.004994000,0.029667001,-0.032527000,-0.204449996,0.016235000
-0.167147994,-0.005078000,0.027927000,-0.031060001,-0.219207004,0.017476000
-0.167151809,-0.005079800,0.027927801,-0.031060401,-0.219207600,0.017476801
-0.167186797,-0.005087200,0.027936801,-0.031064400,-0.219202593,0.017482400
-0.180784404,-0.007347800,0.031130198,-0.032065999,-0.216759995,0.018106801
-0.180794194,-0.007344800,0.031132599,-0.032065999,-0.216762200,0.018105401
-0.180836007,-0.007325000,0.031138999,-0.032063998,-0.216774002,0.018095000
-0.180846602,-0.007315000,0.031139599,-0.032063000,-0.216766402,0.018086601
-0.188253999,-0.003347000,0.030772001,-0.030525001,-0.202912003,0.011131000
-0.188253805,-0.003344000,0.030771600,-0.030530199,-0.202913001,0.011128200
-0.185048997,-0.001168400,0.030163400,-0.034364000,-0.198727787,0.002947800
-0.184354007,-0.001001000,0.028069999,-0.033858001,-0.185698003,-0.004810000
-0.186370403,-0.000537000,0.023173600,-0.035096399,-0.180115998,-0.013504400
-0.190012410,0.000984800,0.020134199,-0.036977597,-0.181122214,-0.018847801
-0.201793164,0.006344984,0.021967992,-0.039528992,-0.176561221,-0.024892189
-0.213245958,0.014031548,0.023361407,-0.042236984,-0.175422162,-0.028554991
-0.217118964,0.022076912,0.021561023,-0.044070981,-0.182391912,-0.027932014
-0.218009204,0.028695542,0.021848390,-0.043816805,-0.189582333,-0.026674218
-0.222522557,0.031902201,0.022555199,-0.043871596,-0.198749542,-0.024191614
-0.233861059,0.024218962,0.018981772,-0.045129202,-0.198120952,-0.033208873
-0.241016209,0.018316593,0.013612594,-0.044715796,-0.185711384,-0.045610212
